,close,high,low,open,time,volumefrom,volumeto,timestamp
0,13118.34,13150.0,12550.0,12671.25,1514152800,275.75,3548464.93,2017-12-25 07:00:00
1,13517.0,13550.0,13070.61,13118.34,1514156400,407.0,5418599.47,2017-12-25 08:00:00
2,13412.0,13615.31,13300.0,13517.0,1514160000,307.23,4141548.08,2017-12-25 09:00:00
3,13371.4,13440.86,12990.31,13412.0,1514163600,233.71,3084513.3,2017-12-25 10:00:00
4,12950.0,13379.56,12890.0,13371.4,1514167200,219.37,2874973.95,2017-12-25 11:00:00
5,12876.22,13223.36,12860.0,12950.0,1514170800,141.77,1848306.22,2017-12-25 12:00:00
6,13417.33,13578.98,12702.85,12876.22,1514174400,348.57,4608424.41,2017-12-25 13:00:00
7,13380.0,13450.0,13271.8,13417.33,1514178000,143.56,1917600.16,2017-12-25 14:00:00
8,13450.63,13749.68,13317.2,13380.0,1514181600,264.16,3576559.93,2017-12-25 15:00:00
9,13481.66,13600.0,13369.04,13450.63,1514185200,311.95,4211830.17,2017-12-25 16:00:00
10,13869.89,13901.0,13404.22,13481.66,1514188800,376.43,5148684.95,2017-12-25 17:00:00
11,13550.0,14023.73,13550.0,13869.89,1514192400,336.08,4638357.04,2017-12-25 18:00:00
12,13700.0,13830.0,13550.0,13550.0,1514196000,203.79,2787657.98,2017-12-25 19:00:00
13,13800.0,13961.0,13650.0,13700.0,1514199600,190.54,2628846.37,2017-12-25 20:00:00
14,14215.93,14300.0,13798.0,13800.0,1514203200,419.49,5896335.13,2017-12-25 21:00:00
15,13473.0,14254.0,13438.0,14215.93,1514206800,556.85,7758619.71,2017-12-25 22:00:00
16,13153.0,13569.82,13033.93,13473.0,1514210400,478.8,6391705.62,2017-12-25 23:00:00
17,13475.0,13655.43,13153.0,13153.0,1514214000,255.98,3437193.98,2017-12-26 00:00:00
18,13601.36,13745.0,13439.85,13475.0,1514217600,214.4,2923488.16,2017-12-26 01:00:00
19,13589.0,13688.0,13403.08,13601.36,1514221200,153.99,2083709.72,2017-12-26 02:00:00
20,13845.92,13950.0,13536.55,13589.0,1514224800,252.83,3479142.93,2017-12-26 03:00:00
21,13821.65,13875.85,13700.0,13845.92,1514228400,112.75,1554667.87,2017-12-26 04:00:00
22,13489.0,13878.12,13400.0,13821.65,1514232000,221.18,3020200.87,2017-12-26 05:00:00
23,13500.69,13671.36,13333.0,13489.0,1514235600,191.39,2587488.96,2017-12-26 06:00:00
24,13509.85,13600.67,13350.06,13500.69,1514239200,114.72,1544003.46,2017-12-26 07:00:00
25,13638.0,13750.0,13509.85,13509.85,1514242800,132.45,1806580.74,2017-12-26 08:00:00
26,13740.39,13860.0,13595.03,13638.0,1514246400,163.6,2252236.94,2017-12-26 09:00:00
27,13660.52,13747.58,13510.54,13740.39,1514250000,155.74,2127766.21,2017-12-26 10:00:00
28,13700.0,13829.0,13576.0,13660.52,1514253600,115.64,1583829.5,2017-12-26 11:00:00
29,14375.0,14395.24,13679.01,13700.0,1514257200,287.08,4046459.84,2017-12-26 12:00:00
30,14746.88,14750.0,14309.0,14375.0,1514260800,636.22,9279104.67,2017-12-26 13:00:00
31,14850.0,15287.0,14721.0,14746.88,1514264400,811.7,12132906.21,2017-12-26 14:00:00
32,15224.0,15305.0,14844.98,14850.0,1514268000,302.68,4571468.61,2017-12-26 15:00:00
33,15080.0,15250.0,14802.0,15224.0,1514271600,404.01,6069258.66,2017-12-26 16:00:00
34,14811.0,15198.0,14811.0,15080.0,1514275200,236.7,3549225.23,2017-12-26 17:00:00
35,15179.5,15200.0,14811.0,14811.0,1514278800,216.97,3255401.38,2017-12-26 18:00:00
36,15000.0,15260.0,14915.16,15179.5,1514282400,231.69,3507925.06,2017-12-26 19:00:00
37,14815.34,15090.0,14750.0,15000.0,1514286000,255.71,3805368.69,2017-12-26 20:00:00
38,15060.0,15138.97,14650.0,14815.34,1514289600,276.96,4125464.95,2017-12-26 21:00:00
39,15150.0,15245.0,15030.0,15060.0,1514293200,277.14,4202137.21,2017-12-26 22:00:00
40,15850.0,15850.0,15100.0,15150.0,1514296800,638.66,9939309.06,2017-12-26 23:00:00
41,15780.39,15909.98,15621.0,15850.0,1514300400,573.51,9041509.77,2017-12-27 00:00:00
42,15930.0,15975.0,15750.13,15780.39,1514304000,649.14,10320011.09,2017-12-27 01:00:00
43,15644.0,15930.0,15365.0,15930.0,1514307600,554.19,8646865.82,2017-12-27 02:00:00
44,15585.0,15767.03,15500.0,15644.0,1514311200,281.68,4408785.18,2017-12-27 03:00:00
45,15820.0,15833.47,15563.72,15585.0,1514314800,146.14,2302580.02,2017-12-27 04:00:00
46,15722.59,16050.66,15645.07,15820.0,1514318400,300.05,4778908.96,2017-12-27 05:00:00
47,15812.9,15904.03,15551.0,15722.59,1514322000,269.35,4249681.81,2017-12-27 06:00:00
48,15650.0,15990.0,15563.67,15812.9,1514325600,251.96,3964474.92,2017-12-27 07:00:00
49,15700.09,15749.91,15500.0,15650.0,1514329200,197.74,3089627.19,2017-12-27 08:00:00
50,15673.0,15768.0,15520.0,15700.09,1514332800,281.69,4411315.24,2017-12-27 09:00:00
51,15879.41,15968.0,15644.55,15673.0,1514336400,212.35,3365063.79,2017-12-27 10:00:00
52,15804.7,15890.0,15660.0,15879.41,1514340000,147.76,2331907.26,2017-12-27 11:00:00
53,15830.0,15866.0,15700.87,15804.7,1514343600,93.21,1470728.62,2017-12-27 12:00:00
54,16350.0,16450.0,15830.0,15830.0,1514347200,408.29,6629846.34,2017-12-27 13:00:00
55,16398.0,16400.0,16209.0,16350.0,1514350800,255.88,4173536.92,2017-12-27 14:00:00
56,16395.55,16500.91,16306.0,16398.0,1514354400,247.97,4069997.6,2017-12-27 15:00:00
57,16184.88,16440.0,16000.0,16395.55,1514358000,350.44,5672449.05,2017-12-27 16:00:00
58,16030.0,16251.09,16019.99,16184.88,1514361600,202.17,3266901.57,2017-12-27 17:00:00
59,15810.0,16200.0,15590.0,16030.0,1514365200,374.41,5949722.63,2017-12-27 18:00:00
60,15554.0,15950.0,15378.14,15810.0,1514368800,395.42,6164264.09,2017-12-27 19:00:00
61,15665.0,15755.0,15500.0,15554.0,1514372400,270.4,4227907.81,2017-12-27 20:00:00
62,15890.0,15950.23,15665.0,15665.0,1514376000,182.75,2893085.21,2017-12-27 21:00:00
63,15752.66,15890.41,15550.01,15890.0,1514379600,157.57,2474422.61,2017-12-27 22:00:00
64,15260.0,15785.0,15150.0,15752.66,1514383200,518.82,8002418.08,2017-12-27 23:00:00
65,15279.37,15359.0,15000.0,15260.0,1514386800,573.42,8705694.88,2017-12-28 00:00:00
66,14745.0,15410.0,14627.27,15279.37,1514390400,625.03,9306957.59,2017-12-28 01:00:00
67,14902.25,15000.0,14454.0,14745.0,1514394000,663.91,9792059.39,2017-12-28 02:00:00
68,14970.0,15161.89,14733.88,14902.25,1514397600,340.06,5101580.79,2017-12-28 03:00:00
69,14803.0,15230.0,14747.21,14970.0,1514401200,280.68,4212270.57,2017-12-28 04:00:00
70,14773.16,14997.01,14620.23,14803.0,1514404800,320.36,4745168.32,2017-12-28 05:00:00
71,15176.85,15310.0,14663.0,14773.16,1514408400,474.2,7161653.64,2017-12-28 06:00:00
72,15300.0,15528.26,15112.5,15176.85,1514412000,468.5,7186095.73,2017-12-28 07:00:00
73,15370.01,15479.0,15200.0,15300.0,1514415600,183.95,2824294.88,2017-12-28 08:00:00
74,15174.02,15464.08,15010.55,15370.01,1514419200,235.89,3590219.79,2017-12-28 09:00:00
75,15435.21,15435.21,15114.0,15174.02,1514422800,191.29,2924393.26,2017-12-28 10:00:00
76,14112.0,15459.75,13950.0,15435.21,1514426400,976.24,14225005.43,2017-12-28 11:00:00
77,14276.96,14530.88,13700.35,14112.0,1514430000,890.02,12611314.42,2017-12-28 12:00:00
78,14237.27,14578.2,13949.82,14276.96,1514433600,458.56,6550193.45,2017-12-28 13:00:00
79,13656.0,14333.94,13560.0,14237.27,1514437200,515.4,7127943.8,2017-12-28 14:00:00
80,13761.0,14048.63,13656.0,13656.0,1514440800,423.06,5856268.99,2017-12-28 15:00:00
