,close,high,low,open,time,volumefrom,volumeto,timestamp
0,13949.8,13949.8,13360.02,13699.81,1514152800,1.27,17218.16,2017-12-25 07:00:00
1,13826.3,14360.15,13826.3,13949.8,1514156400,0.4071,5672.28,2017-12-25 08:00:00
2,14250.0,14250.0,13826.3,13826.3,1514160000,0.6264,8906.07,2017-12-25 09:00:00
3,14249.23,14250.0,14249.23,14250.0,1514163600,0.3593,5120.0,2017-12-25 10:00:00
4,13500.21,14249.23,13500.21,14249.23,1514167200,0.0645,886.92,2017-12-25 11:00:00
5,13501.2,14249.0,13500.21,13500.21,1514170800,0.03631,499.43,2017-12-25 12:00:00
6,13900.0,13900.0,13500.0,13501.2,1514174400,5.61,77197.54,2017-12-25 13:00:00
7,14249.0,14249.0,13900.0,13900.0,1514178000,0.2025,2885.0,2017-12-25 14:00:00
8,14249.25,14249.25,14249.0,14249.0,1514181600,1.01,14321.1,2017-12-25 15:00:00
9,13790.9,14360.16,13790.9,14249.25,1514185200,1.74,24999.99,2017-12-25 16:00:00
10,14360.13,14360.15,13790.9,13790.9,1514188800,0.1253,1766.21,2017-12-25 17:00:00
11,14360.15,14360.16,13792.3,14360.13,1514192400,0.1118,1572.99,2017-12-25 18:00:00
12,13790.87,14360.15,13790.36,14360.15,1514196000,0.1151,1592.41,2017-12-25 19:00:00
13,14200.0,14200.0,13790.87,13790.87,1514199600,0.0834,1180.78,2017-12-25 20:00:00
14,14400.0,14400.0,14013.99,14200.0,1514203200,1.89,27072.59,2017-12-25 21:00:00
15,14400.0,14400.0,14400.0,14400.0,1514206800,0.0,0.0,2017-12-25 22:00:00
16,13999.99,14400.0,13800.01,14400.0,1514210400,2.16,29787.2,2017-12-25 23:00:00
17,13790.23,13999.99,13790.23,13999.99,1514214000,0.1073,1479.02,2017-12-26 00:00:00
18,13790.23,13790.23,13790.23,13790.23,1514217600,0.0,0.0,2017-12-26 01:00:00
19,14000.0,14248.3,13790.23,13790.23,1514221200,0.7243,10142.68,2017-12-26 02:00:00
20,14249.23,14249.23,13790.33,14000.0,1514224800,0.2949,4198.47,2017-12-26 03:00:00
21,14249.23,14249.23,14249.23,14249.23,1514228400,0.1907,2716.62,2017-12-26 04:00:00
22,13861.6,14249.23,13861.6,14249.23,1514232000,0.005192,71.96,2017-12-26 05:00:00
23,14249.12,14249.12,13861.6,13861.6,1514235600,0.3832,5451.74,2017-12-26 06:00:00
24,13980.0,14249.12,13980.0,14249.12,1514239200,0.007185,100.44,2017-12-26 07:00:00
25,13980.0,13980.0,13980.0,13980.0,1514242800,0.0,0.0,2017-12-26 08:00:00
26,14249.23,14249.23,13980.0,13980.0,1514246400,1.61,22949.08,2017-12-26 09:00:00
27,14249.23,14249.23,14249.23,14249.23,1514250000,0.0,0.0,2017-12-26 10:00:00
28,14249.23,14249.23,14249.23,14249.23,1514253600,0.0,0.0,2017-12-26 11:00:00
29,14500.01,14500.01,14000.79,14249.23,1514257200,1.26,18022.49,2017-12-26 12:00:00
30,14990.13,15000.0,14500.01,14500.01,1514260800,0.2397,3588.95,2017-12-26 13:00:00
31,15499.96,15500.0,14990.13,14990.13,1514264400,0.663,10203.56,2017-12-26 14:00:00
32,15500.0,15500.0,15001.07,15499.96,1514268000,1.05,16221.17,2017-12-26 15:00:00
33,15550.0,15550.0,15000.02,15500.0,1514271600,0.2506,3869.06,2017-12-26 16:00:00
34,15190.03,15550.0,15190.03,15550.0,1514275200,0.1511,2294.56,2017-12-26 17:00:00
35,15464.0,15464.0,15190.03,15190.03,1514278800,0.0616,952.55,2017-12-26 18:00:00
36,15001.06,15464.0,15001.04,15464.0,1514282400,0.04995,749.46,2017-12-26 19:00:00
37,15001.06,15001.06,15001.06,15001.06,1514286000,0.0,0.0,2017-12-26 20:00:00
38,15001.06,15001.06,15001.06,15001.06,1514289600,0.0,0.0,2017-12-26 21:00:00
39,15001.06,15001.06,15001.06,15001.06,1514293200,0.0,0.0,2017-12-26 22:00:00
40,15839.0,15839.0,15001.06,15001.06,1514296800,0.07883,1242.57,2017-12-26 23:00:00
41,15890.0,15890.0,15529.0,15839.0,1514300400,0.02177,341.78,2017-12-27 00:00:00
42,16100.04,16499.99,15889.95,15890.0,1514304000,15.67,253362.19,2017-12-27 01:00:00
43,16000.0,16465.89,15968.0,16100.04,1514307600,2.43,39093.85,2017-12-27 02:00:00
44,16000.0,16362.0,15984.0,16000.0,1514311200,0.9047,14478.41,2017-12-27 03:00:00
45,16001.09,16242.49,16000.0,16000.0,1514314800,1.57,25295.95,2017-12-27 04:00:00
46,16000.02,16200.0,16000.02,16001.09,1514318400,1.89,30231.84,2017-12-27 05:00:00
47,16439.84,16439.84,15800.04,16000.02,1514322000,0.3572,5774.89,2017-12-27 06:00:00
48,15825.55,16439.84,15825.55,16439.84,1514325600,0.4,6330.22,2017-12-27 07:00:00
