,close,high,low,open,time,volumefrom,volumeto,timestamp
0,13080.25,13141.53,12641.5,12735.63,1514152800,162.32,2078068.0,2017-12-25 07:00:00
1,13488.52,13566.68,13062.93,13080.25,1514156400,181.82,2423679.15,2017-12-25 08:00:00
2,13453.97,13636.64,13372.46,13488.52,1514160000,198.27,2675350.6,2017-12-25 09:00:00
3,13336.3,13475.59,13077.23,13453.97,1514163600,185.89,2462237.1,2017-12-25 10:00:00
4,13014.13,13336.3,12885.0,13336.3,1514167200,210.79,2764322.43,2017-12-25 11:00:00
5,12918.05,13278.66,12881.61,13014.13,1514170800,191.68,2502608.67,2017-12-25 12:00:00
6,13452.17,13589.88,12743.75,12918.05,1514174400,291.4,3835548.4,2017-12-25 13:00:00
7,13382.14,13459.61,13177.26,13452.17,1514178000,208.69,2782393.4,2017-12-25 14:00:00
8,13473.44,13673.68,13306.53,13382.14,1514181600,252.81,3405694.22,2017-12-25 15:00:00
9,13545.85,13628.87,13351.18,13473.44,1514185200,175.03,2366630.97,2017-12-25 16:00:00
10,13857.42,13872.0,13400.0,13545.85,1514188800,246.66,3366864.61,2017-12-25 17:00:00
11,13606.11,13980.0,13586.62,13857.42,1514192400,200.59,2755290.4,2017-12-25 18:00:00
12,13667.68,13819.88,13572.85,13606.11,1514196000,163.32,2234368.15,2017-12-25 19:00:00
13,13793.61,13912.22,13623.26,13667.68,1514199600,150.07,2067757.11,2017-12-25 20:00:00
14,14186.11,14251.06,13764.48,13793.61,1514203200,192.91,2706809.95,2017-12-25 21:00:00
15,13478.63,14186.11,13439.97,14186.11,1514206800,253.79,3527767.45,2017-12-25 22:00:00
16,13181.98,13557.68,13112.88,13478.63,1514210400,263.6,3521074.28,2017-12-25 23:00:00
17,13528.81,13638.42,13179.83,13181.98,1514214000,204.59,2746023.45,2017-12-26 00:00:00
18,13638.52,13760.09,13500.12,13528.81,1514217600,122.26,1669050.46,2017-12-26 01:00:00
19,13550.4,13688.49,13469.42,13638.52,1514221200,150.96,2046819.93,2017-12-26 02:00:00
20,13828.09,13972.99,13550.4,13550.4,1514224800,183.09,2520563.59,2017-12-26 03:00:00
21,13818.04,13867.65,13734.46,13828.09,1514228400,154.0,2125411.85,2017-12-26 04:00:00
22,13523.37,13859.79,13468.27,13818.04,1514232000,200.68,2753784.58,2017-12-26 05:00:00
23,13562.46,13642.4,13386.43,13523.37,1514235600,217.25,2945942.74,2017-12-26 06:00:00
24,13556.16,13631.64,13396.69,13562.46,1514239200,173.21,2341470.07,2017-12-26 07:00:00
25,13670.98,13775.6,13556.16,13556.16,1514242800,216.48,2960427.15,2017-12-26 08:00:00
26,13760.25,13928.46,13670.98,13670.98,1514246400,200.64,2768543.08,2017-12-26 09:00:00
27,13701.05,13778.16,13590.02,13760.25,1514250000,191.21,2617369.37,2017-12-26 10:00:00
28,13722.66,13831.49,13644.8,13701.05,1514253600,126.09,1731067.7,2017-12-26 11:00:00
29,14354.66,14418.17,13713.31,13722.66,1514257200,206.48,2892999.34,2017-12-26 12:00:00
30,14758.23,14758.23,14257.51,14354.66,1514260800,267.93,3909362.76,2017-12-26 13:00:00
31,14918.01,15300.0,14756.9,14758.23,1514264400,340.6,5113120.81,2017-12-26 14:00:00
32,15206.26,15271.38,14908.97,14918.01,1514268000,147.54,2224474.41,2017-12-26 15:00:00
33,15067.21,15206.26,14840.54,15206.26,1514271600,167.75,2520927.69,2017-12-26 16:00:00
34,14806.57,15173.88,14806.57,15067.21,1514275200,128.38,1925163.05,2017-12-26 17:00:00
35,15127.82,15177.46,14751.74,14806.57,1514278800,182.94,2735917.72,2017-12-26 18:00:00
36,15053.55,15256.39,14997.99,15127.82,1514282400,253.81,3854085.25,2017-12-26 19:00:00
37,14867.53,15078.39,14764.13,15053.55,1514286000,156.83,2337436.98,2017-12-26 20:00:00
38,15030.65,15051.39,14685.53,14867.53,1514289600,165.58,2465339.06,2017-12-26 21:00:00
39,15126.78,15200.0,15018.35,15030.65,1514293200,187.24,2833138.11,2017-12-26 22:00:00
40,15742.14,15742.15,15115.36,15126.78,1514296800,231.39,3571812.21,2017-12-26 23:00:00
41,15657.58,15770.0,15550.02,15742.14,1514300400,184.63,2890792.02,2017-12-27 00:00:00
42,15918.74,15986.72,15648.01,15657.58,1514304000,199.87,3172385.13,2017-12-27 01:00:00
43,15642.15,15918.99,15447.59,15918.74,1514307600,217.58,3415394.33,2017-12-27 02:00:00
44,15617.38,15768.33,15520.54,15642.15,1514311200,173.31,2711400.03,2017-12-27 03:00:00
45,15790.93,15844.06,15579.94,15617.38,1514314800,147.89,2328374.37,2017-12-27 04:00:00
46,15735.0,15998.91,15654.89,15790.93,1514318400,173.69,2762811.0,2017-12-27 05:00:00
47,15850.08,15939.14,15691.6,15735.0,1514322000,151.99,2402155.32,2017-12-27 06:00:00
48,15669.8,15968.87,15567.85,15850.08,1514325600,196.37,3092515.22,2017-12-27 07:00:00
49,15676.68,15714.35,15528.03,15669.8,1514329200,124.17,1939391.9,2017-12-27 08:00:00
50,15691.79,15832.73,15524.57,15676.68,1514332800,202.42,3166273.43,2017-12-27 09:00:00
51,15864.64,15984.88,15691.79,15691.79,1514336400,192.2,3049571.83,2017-12-27 10:00:00
52,15804.3,15864.64,15672.42,15864.64,1514340000,165.87,2617051.43,2017-12-27 11:00:00
53,15846.33,15872.89,15702.07,15804.3,1514343600,181.58,2866623.68,2017-12-27 12:00:00
54,16346.14,16445.43,15845.49,15846.33,1514347200,218.51,3551784.21,2017-12-27 13:00:00
55,16413.22,16422.33,16187.67,16346.14,1514350800,203.19,3312880.67,2017-12-27 14:00:00
56,16352.85,16494.53,16320.03,16413.22,1514354400,137.45,2255851.85,2017-12-27 15:00:00
57,16130.7,16420.87,16001.0,16352.85,1514358000,201.56,3257929.38,2017-12-27 16:00:00
58,16065.83,16208.75,16058.0,16130.7,1514361600,174.96,2824705.56,2017-12-27 17:00:00
59,15817.74,16197.4,15701.55,16065.83,1514365200,246.93,3930938.12,2017-12-27 18:00:00
60,15590.18,15911.6,15414.36,15817.74,1514368800,249.9,3907013.45,2017-12-27 19:00:00
61,15648.96,15744.62,15500.0,15590.18,1514372400,153.87,2407185.91,2017-12-27 20:00:00
62,15922.79,15998.98,15633.77,15648.96,1514376000,182.91,2898668.27,2017-12-27 21:00:00
63,15811.87,15922.79,15579.42,15922.79,1514379600,73.42,1156500.44,2017-12-27 22:00:00
64,15239.41,15822.63,15200.0,15811.87,1514383200,236.44,3681148.81,2017-12-27 23:00:00
65,15242.32,15333.02,14999.78,15239.41,1514386800,182.97,2781060.22,2017-12-28 00:00:00
66,14713.97,15360.9,14595.99,15242.32,1514390400,271.55,4055455.77,2017-12-28 01:00:00
67,14885.79,14992.3,14416.56,14713.97,1514394000,285.68,4224730.1,2017-12-28 02:00:00
