,close,high,low,open,time,volumefrom,volumeto,timestamp
0,24119.73,24119.73,22508.89,22508.89,1514152800,0.01244,300.0,2017-12-25 07:00:00
1,14987.74,35000.04,12752.46,21439.75,1514156400,0.5402,8881.97,2017-12-25 08:00:00
2,22144.08,70847.37,12539.39,14987.74,1514160000,0.2749,5660.57,2017-12-25 09:00:00
3,14560.0,14560.0,13854.5,13854.5,1514163600,0.003,43.68,2017-12-25 10:00:00
4,13824.88,16306.32,13824.88,16306.32,1514167200,0.0486,671.89,2017-12-25 11:00:00
5,23570.01,39532.77,12973.85,23313.5,1514170800,0.352,6156.14,2017-12-25 12:00:00
6,20953.71,25533.98,13331.2,23570.01,1514174400,0.1791,3221.0,2017-12-25 13:00:00
7,23042.01,75001.88,12341.4,20953.71,1514178000,0.4273,7341.79,2017-12-25 14:00:00
8,23546.98,42223.67,13441.35,23042.01,1514181600,0.31,6308.65,2017-12-25 15:00:00
9,23657.38,142744.99,13226.76,23546.98,1514185200,0.2489,4663.53,2017-12-25 16:00:00
10,15143.74,15143.74,14560.0,14560.0,1514188800,0.9313,14027.78,2017-12-25 17:00:00
11,14371.93,14371.93,9771.74,9771.74,1514192400,0.01392,200.0,2017-12-25 18:00:00
12,23892.58,24319.36,13810.67,24319.07,1514196000,0.1026,1785.0,2017-12-25 19:00:00
13,15583.99,56319.94,13233.49,23892.58,1514199600,0.4307,7289.23,2017-12-25 20:00:00
14,17943.01,25866.26,11901.6,15583.99,1514203200,2.07,26321.88,2017-12-25 21:00:00
15,14601.3,14601.3,14473.73,14473.73,1514206800,0.0037,54.02,2017-12-25 22:00:00
16,22160.01,42000.0,11999.99,15400.0,1514210400,0.3477,6063.76,2017-12-25 23:00:00
17,22920.01,42690.35,7348.57,22160.01,1514214000,0.504,8393.36,2017-12-26 00:00:00
18,22599.07,42102.43,13317.78,22920.01,1514217600,0.3782,6521.43,2017-12-26 01:00:00
19,23141.61,55625.6,13317.78,22599.07,1514221200,0.5747,9584.04,2017-12-26 02:00:00
20,14123.5,14601.3,14123.5,14601.3,1514224800,0.000354,5.0,2017-12-26 03:00:00
21,15499.99,16000.0,15499.99,16000.0,1514228400,0.006581,102.0,2017-12-26 04:00:00
22,15052.21,15143.74,15052.21,15143.74,1514232000,0.06644,1000.0,2017-12-26 05:00:00
23,20523.01,32666.06,12490.59,20877.45,1514235600,0.8732,14965.0,2017-12-26 06:00:00
24,15532.09,17540.54,15532.08,17540.54,1514239200,0.01094,169.95,2017-12-26 07:00:00
25,16218.3,16890.98,16218.3,16890.98,1514242800,0.005426,88.0,2017-12-26 08:00:00
26,16739.81,56031.2,14100.0,20499.99,1514246400,0.8164,12743.59,2017-12-26 09:00:00
27,16497.2,16497.2,16218.3,16218.3,1514250000,0.001818,30.0,2017-12-26 10:00:00
28,13993.7,14420.65,13919.43,13919.43,1514253600,0.001787,25.6,2017-12-26 11:00:00
29,20334.98,75001.88,10190.19,21542.07,1514257200,0.9852,14775.58,2017-12-26 12:00:00
30,19128.54,29354.09,12999.84,20334.98,1514260800,0.421,7420.13,2017-12-26 13:00:00
31,19928.81,46250.9,12999.84,19128.54,1514264400,0.3455,6197.06,2017-12-26 14:00:00
32,21163.01,45798.45,13176.67,19928.81,1514268000,1.07,18832.41,2017-12-26 15:00:00
33,15411.0,15411.0,7704.32,7704.32,1514271600,0.01557,240.0,2017-12-26 16:00:00
34,17284.07,62000.12,15112.5,19750.72,1514275200,0.3032,5619.71,2017-12-26 17:00:00
35,16567.7,52704.53,14600.0,17284.07,1514278800,0.279,5207.27,2017-12-26 18:00:00
36,22954.03,61300.05,14204.14,16567.7,1514282400,0.3753,6204.1,2017-12-26 19:00:00
37,24322.97,46170.18,13568.85,22954.03,1514286000,0.9683,15272.57,2017-12-26 20:00:00
38,16060.06,18243.61,16060.06,18243.61,1514289600,0.06227,1000.0,2017-12-26 21:00:00
39,15634.31,15634.31,14604.93,14604.93,1514293200,0.001343,21.0,2017-12-26 22:00:00
40,16207.4,17707.64,16207.4,17707.64,1514296800,0.003085,50.0,2017-12-26 23:00:00
41,17712.82,17712.82,15532.09,15532.09,1514300400,0.005646,100.0,2017-12-27 00:00:00
42,22895.96,70735.36,12618.61,29964.79,1514304000,4.13,69544.27,2017-12-27 01:00:00
43,15992.84,15992.84,12824.62,12824.62,1514307600,0.001251,20.0,2017-12-27 02:00:00
44,15744.73,15744.73,13798.62,13798.62,1514311200,0.0001905,3.0,2017-12-27 03:00:00
45,16292.95,16521.99,16292.95,16521.99,1514314800,0.009179,149.56,2017-12-27 04:00:00
46,24017.54,24017.54,14900.01,14900.01,1514318400,0.01343,315.0,2017-12-27 05:00:00
47,27105.97,27105.97,24119.73,24119.73,1514322000,0.004612,125.0,2017-12-27 06:00:00
48,26820.53,27105.97,26820.53,27105.97,1514325600,0.002983,80.0,2017-12-27 07:00:00
49,26827.92,26827.92,26820.53,26820.53,1514329200,0.001864,50.0,2017-12-27 08:00:00
50,26710.26,26827.92,26710.26,26827.92,1514332800,0.000936,25.0,2017-12-27 09:00:00
51,15500.03,15500.03,15323.0,15323.0,1514336400,0.0009677,15.0,2017-12-27 10:00:00
